AGE,CI_LOWER,CI_UPPER,COUNT,EVENT_TYPE,POPULATION,RACE,RATE,SEX,SITE,YEAR,RATE == as.numeric(RATE)
75-79,444.6,457.0,20340,Incidence,4511897,All Races,450.8,Male and Female,Male and Female Breast,2015,TRUE
80-84,399.7,413.3,13763,Incidence,3385893,All Races,406.5,Male and Female,Male and Female Breast,2015,TRUE
85+,316.8,327.9,13241,Incidence,4108099,All Races,322.3,Male and Female,Male and Female Breast,2015,TRUE
<1,~,~,~,Incidence,1946457,All Races,NA,Male and Female,Male and Female Breast,2015,NA
1-4,~,~,~,Incidence,7783939,All Races,NA,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,NA
10-14,~,~,~,Incidence,10095577,All Races,NA,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,NA
15-19,~,~,~,Incidence,10304470,All Races,NA,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,NA
20-24,0.1,0.3,23,Incidence,11041123,All Races,0.2,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,TRUE
25-29,0.6,0.9,82,Incidence,11026945,All Races,0.7,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,TRUE
30-34,2.6,3.3,315,Incidence,10772852,All Races,2.9,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,TRUE
35-39,8.8,10.0,954,Incidence,10184544,All Races,9.4,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,TRUE
40-44,37.6,40.0,3943,Incidence,10166657,All Races,38.8,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,TRUE
45-49,57.3,60.3,6171,Incidence,10499497,All Races,58.8,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,TRUE
5-9,~,~,~,Incidence,10022647,All Races,NA,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,NA
50-54,67.9,71.0,7885,Incidence,11352272,All Races,69.5,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,TRUE
55-59,68.1,71.2,7793,Incidence,11193070,All Races,69.6,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,TRUE
60-64,80.9,84.5,8222,Incidence,9942405,All Races,82.7,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,TRUE
65-69,100.6,105.0,8703,Incidence,8466849,All Races,102.8,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,TRUE
70-74,98.9,103.9,6273,Incidence,6186493,All Races,101.4,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,TRUE
75-79,82.3,87.7,3832,Incidence,4511897,All Races,84.9,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,TRUE
80-84,55.7,60.9,1972,Incidence,3385893,All Races,58.2,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,TRUE
85+,23.3,26.4,1020,Incidence,4108099,All Races,24.8,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,TRUE
<1,~,~,~,Incidence,1946457,All Races,NA,Male and Female,"Male and Female Breast, <i>in situ</i>",2015,NA
1-4,0.1,0.2,19,Incidence,15931436,All Races,0.1,Male and Female,Melanomas of the Skin,2015,TRUE
10-14,0.2,0.4,63,Incidence,20610350,All Races,0.3,Male and Female,Melanomas of the Skin,2015,TRUE
15-19,0.8,1.0,187,Incidence,21094434,All Races,0.9,Male and Female,Melanomas of the Skin,2015,TRUE
20-24,2.7,3.1,661,Incidence,22686787,All Races,2.9,Male and Female,Melanomas of the Skin,2015,TRUE
25-29,5.5,6.2,1307,Incidence,22426168,All Races,5.8,Male and Female,Melanomas of the Skin,2015,TRUE
30-34,9.6,10.4,2161,Incidence,21654323,All Races,10,Male and Female,Melanomas of the Skin,2015,FALSE
35-39,12.5,13.5,2652,Incidence,20343383,All Races,13,Male and Female,Melanomas of the Skin,2015,FALSE
40-44,15.8,16.9,3299,Incidence,20180005,All Races,16.3,Male and Female,Melanomas of the Skin,2015,TRUE
45-49,22.1,23.3,4723,Incidence,20812701,All Races,22.7,Male and Female,Melanomas of the Skin,2015,TRUE
5-9,0.1,0.2,37,Incidence,20475944,All Races,0.2,Male and Female,Melanomas of the Skin,2015,TRUE
50-54,30.1,31.5,6864,Incidence,22297094,All Races,30.8,Male and Female,Melanomas of the Skin,2015,TRUE
55-59,38.5,40.2,8571,Incidence,21771220,All Races,39.4,Male and Female,Melanomas of the Skin,2015,TRUE
60-64,50.0,52.0,9714,Incidence,19043163,All Races,51,Male and Female,Melanomas of the Skin,2015,FALSE
65-69,67.2,69.8,10993,Incidence,16054007,All Races,68.5,Male and Female,Melanomas of the Skin,2015,TRUE
70-74,81.9,85.3,9592,Incidence,11478113,All Races,83.6,Male and Female,Melanomas of the Skin,2015,TRUE
75-79,98.2,102.6,8150,Incidence,8120431,All Races,100.4,Male and Female,Melanomas of the Skin,2015,TRUE
80-84,107.9,113.3,6410,Incidence,5797402,All Races,110.6,Male and Female,Melanomas of the Skin,2015,TRUE
85+,105.9,111.0,6808,Incidence,6278584,All Races,108.4,Male and Female,Melanomas of the Skin,2015,TRUE
<1,~,~,~,Incidence,3984294,All Races,NA,Male and Female,Melanomas of the Skin,2015,NA
1-4,~,~,~,Incidence,15931436,All Races,NA,Male and Female,Mesothelioma,2015,NA
10-14,~,~,~,Incidence,20610350,All Races,NA,Male and Female,Mesothelioma,2015,NA
15-19,~,~,~,Incidence,21094434,All Races,NA,Male and Female,Mesothelioma,2015,NA
20-24,~,~,~,Incidence,22686787,All Races,NA,Male and Female,Mesothelioma,2015,NA
25-29,~,~,~,Incidence,22426168,All Races,NA,Male and Female,Mesothelioma,2015,NA
30-34,0.0,0.1,17,Incidence,21654323,All Races,0.1,Male and Female,Mesothelioma,2015,TRUE
35-39,0.1,0.2,29,Incidence,20343383,All Races,0.1,Male and Female,Mesothelioma,2015,TRUE
40-44,0.1,0.2,24,Incidence,20180005,All Races,0.1,Male and Female,Mesothelioma,2015,TRUE
45-49,0.2,0.3,52,Incidence,20812701,All Races,0.2,Male and Female,Mesothelioma,2015,TRUE
5-9,~,~,~,Incidence,20475944,All Races,NA,Male and Female,Mesothelioma,2015,NA
50-54,0.4,0.6,110,Incidence,22297094,All Races,0.5,Male and Female,Mesothelioma,2015,TRUE
55-59,0.6,0.9,160,Incidence,21771220,All Races,0.7,Male and Female,Mesothelioma,2015,TRUE
60-64,1.3,1.6,274,Incidence,19043163,All Races,1.4,Male and Female,Mesothelioma,2015,TRUE
65-69,2.5,3.0,443,Incidence,16054007,All Races,2.8,Male and Female,Mesothelioma,2015,TRUE
70-74,4.2,5.0,527,Incidence,11478113,All Races,4.6,Male and Female,Mesothelioma,2015,TRUE
75-79,6.5,7.7,576,Incidence,8120431,All Races,7.1,Male and Female,Mesothelioma,2015,TRUE
80-84,7.9,9.4,498,Incidence,5797402,All Races,8.6,Male and Female,Mesothelioma,2015,TRUE
85+,7.8,9.2,533,Incidence,6278584,All Races,8.5,Male and Female,Mesothelioma,2015,TRUE
<1,~,~,~,Incidence,3984294,All Races,NA,Male and Female,Mesothelioma,2015,NA
1-4,~,~,~,Incidence,15931436,All Races,NA,Male and Female,Myeloma,2015,NA
10-14,~,~,~,Incidence,20610350,All Races,NA,Male and Female,Myeloma,2015,NA
15-19,~,~,~,Incidence,21094434,All Races,NA,Male and Female,Myeloma,2015,NA
20-24,~,~,~,Incidence,22686787,All Races,NA,Male and Female,Myeloma,2015,NA
25-29,0.1,0.2,26,Incidence,22426168,All Races,0.1,Male and Female,Myeloma,2015,TRUE
30-34,0.3,0.5,83,Incidence,21654323,All Races,0.4,Male and Female,Myeloma,2015,TRUE
35-39,0.8,1.0,179,Incidence,20343383,All Races,0.9,Male and Female,Myeloma,2015,TRUE
40-44,2.0,2.4,449,Incidence,20180005,All Races,2.2,Male and Female,Myeloma,2015,TRUE
45-49,4.1,4.6,902,Incidence,20812701,All Races,4.3,Male and Female,Myeloma,2015,TRUE
5-9,~,~,~,Incidence,20475944,All Races,NA,Male and Female,Myeloma,2015,NA
50-54,7.2,7.9,1684,Incidence,22297094,All Races,7.6,Male and Female,Myeloma,2015,TRUE
55-59,11.1,12.0,2504,Incidence,21771220,All Races,11.5,Male and Female,Myeloma,2015,TRUE
60-64,16.9,18.1,3338,Incidence,19043163,All Races,17.5,Male and Female,Myeloma,2015,TRUE
65-69,25.0,26.5,4132,Incidence,16054007,All Races,25.7,Male and Female,Myeloma,2015,TRUE
70-74,32.9,35.1,3899,Incidence,11478113,All Races,34,Male and Female,Myeloma,2015,FALSE
75-79,41.2,44.1,3460,Incidence,8120431,All Races,42.6,Male and Female,Myeloma,2015,TRUE
80-84,45.3,48.8,2726,Incidence,5797402,All Races,47,Male and Female,Myeloma,2015,FALSE
85+,35.9,39.0,2350,Incidence,6278584,All Races,37.4,Male and Female,Myeloma,2015,TRUE
<1,~,~,~,Incidence,3984294,All Races,NA,Male and Female,Myeloma,2015,NA
1-4,0.6,0.9,113,Incidence,15931436,All Races,0.7,Male and Female,Non-Hodgkin Lymphoma,2015,TRUE
10-14,1.2,1.5,271,Incidence,20610350,All Races,1.3,Male and Female,Non-Hodgkin Lymphoma,2015,TRUE
15-19,1.8,2.2,426,Incidence,21094434,All Races,2,Male and Female,Non-Hodgkin Lymphoma,2015,FALSE
20-24,2.1,2.5,520,Incidence,22686787,All Races,2.3,Male and Female,Non-Hodgkin Lymphoma,2015,TRUE
25-29,3.3,3.8,802,Incidence,22426168,All Races,3.6,Male and Female,Non-Hodgkin Lymphoma,2015,TRUE
30-34,4.3,4.9,998,Incidence,21654323,All Races,4.6,Male and Female,Non-Hodgkin Lymphoma,2015,TRUE
35-39,6.3,7.0,1348,Incidence,20343383,All Races,6.6,Male and Female,Non-Hodgkin Lymphoma,2015,TRUE
40-44,9.3,10.2,1966,Incidence,20180005,All Races,9.7,Male and Female,Non-Hodgkin Lymphoma,2015,TRUE
45-49,13.7,14.7,2953,Incidence,20812701,All Races,14.2,Male and Female,Non-Hodgkin Lymphoma,2015,TRUE
5-9,1.0,1.3,228,Incidence,20475944,All Races,1.1,Male and Female,Non-Hodgkin Lymphoma,2015,TRUE
50-54,21.0,22.2,4819,Incidence,22297094,All Races,21.6,Male and Female,Non-Hodgkin Lymphoma,2015,TRUE
55-59,29.9,31.4,6667,Incidence,21771220,All Races,30.6,Male and Female,Non-Hodgkin Lymphoma,2015,TRUE
60-64,43.0,44.9,8362,Incidence,19043163,All Races,43.9,Male and Female,Non-Hodgkin Lymphoma,2015,TRUE
65-69,60.6,63.1,9931,Incidence,16054007,All Races,61.9,Male and Female,Non-Hodgkin Lymphoma,2015,TRUE
70-74,81.7,85.0,9567,Incidence,11478113,All Races,83.3,Male and Female,Non-Hodgkin Lymphoma,2015,TRUE
75-79,101.7,106.2,8440,Incidence,8120431,All Races,103.9,Male and Female,Non-Hodgkin Lymphoma,2015,TRUE
80-84,116.9,122.5,6937,Incidence,5797402,All Races,119.7,Male and Female,Non-Hodgkin Lymphoma,2015,TRUE
85+,102.0,107.1,6561,Incidence,6278584,All Races,104.5,Male and Female,Non-Hodgkin Lymphoma,2015,TRUE
<1,~,~,~,Incidence,3984294,All Races,NA,Male and Female,Non-Hodgkin Lymphoma,2015,NA
1-4,~,~,~,Incidence,15931436,All Races,NA,Male and Female,Oral Cavity and Pharynx,2015,NA
10-14,0.2,0.3,54,Incidence,20610350,All Races,0.3,Male and Female,Oral Cavity and Pharynx,2015,TRUE
15-19,0.4,0.6,103,Incidence,21094434,All Races,0.5,Male and Female,Oral Cavity and Pharynx,2015,TRUE
20-24,0.5,0.7,127,Incidence,22686787,All Races,0.6,Male and Female,Oral Cavity and Pharynx,2015,TRUE
25-29,0.9,1.2,232,Incidence,22426168,All Races,1,Male and Female,Oral Cavity and Pharynx,2015,FALSE
30-34,1.7,2.1,414,Incidence,21654323,All Races,1.9,Male and Female,Oral Cavity and Pharynx,2015,TRUE
35-39,2.6,3.0,570,Incidence,20343383,All Races,2.8,Male and Female,Oral Cavity and Pharynx,2015,TRUE
40-44,5.6,6.3,1203,Incidence,20180005,All Races,6,Male and Female,Oral Cavity and Pharynx,2015,FALSE
45-49,12.0,12.9,2593,Incidence,20812701,All Races,12.5,Male and Female,Oral Cavity and Pharynx,2015,TRUE
5-9,0.1,0.2,23,Incidence,20475944,All Races,0.1,Male and Female,Oral Cavity and Pharynx,2015,TRUE
50-54,21.4,22.7,4917,Incidence,22297094,All Races,22.1,Male and Female,Oral Cavity and Pharynx,2015,TRUE
55-59,31.3,32.9,6988,Incidence,21771220,All Races,32.1,Male and Female,Oral Cavity and Pharynx,2015,TRUE
60-64,37.8,39.6,7362,Incidence,19043163,All Races,38.7,Male and Female,Oral Cavity and Pharynx,2015,TRUE
65-69,41.4,43.5,6814,Incidence,16054007,All Races,42.4,Male and Female,Oral Cavity and Pharynx,2015,TRUE
70-74,42.5,44.9,5015,Incidence,11478113,All Races,43.7,Male and Female,Oral Cavity and Pharynx,2015,TRUE
75-79,42.1,45.0,3532,Incidence,8120431,All Races,43.5,Male and Female,Oral Cavity and Pharynx,2015,TRUE
80-84,43.4,46.9,2614,Incidence,5797402,All Races,45.1,Male and Female,Oral Cavity and Pharynx,2015,TRUE
85+,41.2,44.4,2685,Incidence,6278584,All Races,42.8,Male and Female,Oral Cavity and Pharynx,2015,TRUE
<1,~,~,~,Incidence,3984294,All Races,NA,Male and Female,Oral Cavity and Pharynx,2015,NA
1-4,~,~,~,Incidence,7783939,All Races,NA,Male and Female,Ovary,2015,NA
10-14,0.7,1.1,92,Incidence,10095577,All Races,0.9,Male and Female,Ovary,2015,TRUE
15-19,1.2,1.6,141,Incidence,10304470,All Races,1.4,Male and Female,Ovary,2015,TRUE
20-24,1.6,2.1,204,Incidence,11041123,All Races,1.8,Male and Female,Ovary,2015,TRUE
25-29,2.5,3.1,305,Incidence,11026945,All Races,2.8,Male and Female,Ovary,2015,TRUE
30-34,3.2,3.9,384,Incidence,10772852,All Races,3.6,Male and Female,Ovary,2015,TRUE
35-39,4.6,5.5,515,Incidence,10184544,All Races,5.1,Male and Female,Ovary,2015,TRUE
40-44,7.9,9.0,857,Incidence,10166657,All Races,8.4,Male and Female,Ovary,2015,TRUE
45-49,12.8,14.2,1416,Incidence,10499497,All Races,13.5,Male and Female,Ovary,2015,TRUE
5-9,0.1,0.3,18,Incidence,10022647,All Races,0.2,Male and Female,Ovary,2015,TRUE
50-54,18.4,20.1,2183,Incidence,11352272,All Races,19.2,Male and Female,Ovary,2015,TRUE
55-59,22.5,24.3,2615,Incidence,11193070,All Races,23.4,Male and Female,Ovary,2015,TRUE
60-64,27.2,29.3,2804,Incidence,9942405,All Races,28.2,Male and Female,Ovary,2015,TRUE
65-69,32.2,34.7,2832,Incidence,8466849,All Races,33.4,Male and Female,Ovary,2015,TRUE
70-74,35.9,38.9,2312,Incidence,6186493,All Races,37.4,Male and Female,Ovary,2015,TRUE
75-79,40.4,44.2,1907,Incidence,4511897,All Races,42.3,Male and Female,Ovary,2015,TRUE
80-84,42.7,47.2,1521,Incidence,3385893,All Races,44.9,Male and Female,Ovary,2015,TRUE
85+,39.0,42.9,1682,Incidence,4108099,All Races,40.9,Male and Female,Ovary,2015,TRUE
<1,~,~,~,Incidence,1946457,All Races,NA,Male and Female,Ovary,2015,NA
1-4,~,~,~,Incidence,15931436,All Races,NA,Male and Female,Pancreas,2015,NA
10-14,~,~,~,Incidence,20610350,All Races,NA,Male and Female,Pancreas,2015,NA
15-19,0.1,0.2,28,Incidence,21094434,All Races,0.1,Male and Female,Pancreas,2015,TRUE
20-24,0.2,0.3,48,Incidence,22686787,All Races,0.2,Male and Female,Pancreas,2015,TRUE
25-29,0.2,0.3,59,Incidence,22426168,All Races,0.3,Male and Female,Pancreas,2015,TRUE
30-34,0.7,0.9,176,Incidence,21654323,All Races,0.8,Male and Female,Pancreas,2015,TRUE
35-39,1.4,1.7,309,Incidence,20343383,All Races,1.5,Male and Female,Pancreas,2015,TRUE
40-44,2.8,3.3,612,Incidence,20180005,All Races,3,Male and Female,Pancreas,2015,FALSE
45-49,5.9,6.5,1287,Incidence,20812701,All Races,6.2,Male and Female,Pancreas,2015,TRUE
5-9,~,~,~,Incidence,20475944,All Races,NA,Male and Female,Pancreas,2015,NA
50-54,12.0,12.9,2782,Incidence,22297094,All Races,12.5,Male and Female,Pancreas,2015,TRUE
55-59,20.5,21.7,4596,Incidence,21771220,All Races,21.1,Male and Female,Pancreas,2015,TRUE
60-64,32.7,34.3,6376,Incidence,19043163,All Races,33.5,Male and Female,Pancreas,2015,TRUE
65-69,46.5,48.6,7632,Incidence,16054007,All Races,47.5,Male and Female,Pancreas,2015,TRUE
70-74,61.6,64.5,7239,Incidence,11478113,All Races,63.1,Male and Female,Pancreas,2015,TRUE
75-79,78.8,82.7,6555,Incidence,8120431,All Races,80.7,Male and Female,Pancreas,2015,TRUE
80-84,91.4,96.4,5443,Incidence,5797402,All Races,93.9,Male and Female,Pancreas,2015,TRUE
85+,92.5,97.3,5957,Incidence,6278584,All Races,94.9,Male and Female,Pancreas,2015,TRUE
<1,~,~,~,Incidence,3984294,All Races,NA,Male and Female,Pancreas,2015,NA
1-4,~,~,~,Incidence,8147497,All Races,NA,Male and Female,Prostate,2015,NA
10-14,~,~,~,Incidence,10514773,All Races,NA,Male and Female,Prostate,2015,NA
15-19,~,~,~,Incidence,10789964,All Races,NA,Male and Female,Prostate,2015,NA
20-24,~,~,~,Incidence,11645664,All Races,NA,Male and Female,Prostate,2015,NA
25-29,~,~,~,Incidence,11399223,All Races,NA,Male and Female,Prostate,2015,NA
30-34,0.1,0.2,16,Incidence,10881471,All Races,0.1,Male and Female,Prostate,2015,TRUE
35-39,0.5,0.8,63,Incidence,10158839,All Races,0.6,Male and Female,Prostate,2015,TRUE
40-44,6.6,7.6,710,Incidence,10013348,All Races,7.1,Male and Female,Prostate,2015,TRUE
45-49,29.4,31.6,3144,Incidence,10313204,All Races,30.5,Male and Female,Prostate,2015,TRUE
5-9,~,~,~,Incidence,10453297,All Races,NA,Male and Female,Prostate,2015,NA
50-54,108.2,112.2,12062,Incidence,10944822,All Races,110.2,Male and Female,Prostate,2015,TRUE
55-59,230.4,236.2,24678,Incidence,10578150,All Races,233.3,Male and Female,Prostate,2015,TRUE
60-64,394.7,402.9,36292,Incidence,9100758,All Races,398.8,Male and Female,Prostate,2015,TRUE
65-69,587.0,598.0,44955,Incidence,7587158,All Races,592.5,Male and Female,Prostate,2015,TRUE
70-74,597.8,611.1,31982,Incidence,5291620,All Races,604.4,Male and Female,Prostate,2015,TRUE
75-79,519.5,534.5,19015,Incidence,3608534,All Races,526.9,Male and Female,Prostate,2015,TRUE
80-84,387.3,403.2,9530,Incidence,2411509,All Races,395.2,Male and Female,Prostate,2015,TRUE
85+,337.9,353.6,7503,Incidence,2170485,All Races,345.7,Male and Female,Prostate,2015,TRUE
<1,~,~,~,Incidence,2037837,All Races,NA,Male and Female,Prostate,2015,NA
1-4,~,~,~,Incidence,15931436,All Races,NA,Male and Female,Stomach,2015,NA
10-14,~,~,~,Incidence,20610350,All Races,NA,Male and Female,Stomach,2015,NA
15-19,0.1,0.1,18,Incidence,21094434,All Races,0.1,Male and Female,Stomach,2015,TRUE
20-24,0.2,0.3,55,Incidence,22686787,All Races,0.2,Male and Female,Stomach,2015,TRUE
25-29,0.3,0.5,95,Incidence,22426168,All Races,0.4,Male and Female,Stomach,2015,TRUE
30-34,0.8,1.0,191,Incidence,21654323,All Races,0.9,Male and Female,Stomach,2015,TRUE
35-39,1.7,2.1,390,Incidence,20343383,All Races,1.9,Male and Female,Stomach,2015,TRUE
40-44,2.7,3.2,600,Incidence,20180005,All Races,3,Male and Female,Stomach,2015,FALSE
45-49,4.5,5.1,1003,Incidence,20812701,All Races,4.8,Male and Female,Stomach,2015,TRUE
5-9,~,~,~,Incidence,20475944,All Races,NA,Male and Female,Stomach,2015,NA
50-54,7.5,8.2,1751,Incidence,22297094,All Races,7.9,Male and Female,Stomach,2015,TRUE
55-59,10.9,11.8,2460,Incidence,21771220,All Races,11.3,Male and Female,Stomach,2015,TRUE
60-64,14.9,16.0,2947,Incidence,19043163,All Races,15.5,Male and Female,Stomach,2015,TRUE
65-69,20.8,22.3,3460,Incidence,16054007,All Races,21.6,Male and Female,Stomach,2015,TRUE
70-74,27.8,29.7,3299,Incidence,11478113,All Races,28.7,Male and Female,Stomach,2015,TRUE
75-79,33.8,36.4,2849,Incidence,8120431,All Races,35.1,Male and Female,Stomach,2015,TRUE
80-84,40.0,43.4,2416,Incidence,5797402,All Races,41.7,Male and Female,Stomach,2015,TRUE
85+,38.8,42.0,2536,Incidence,6278584,All Races,40.4,Male and Female,Stomach,2015,TRUE
<1,~,~,~,Incidence,3984294,All Races,NA,Male and Female,Stomach,2015,NA
1-4,~,~,~,Incidence,8147497,All Races,NA,Male and Female,Testis,2015,NA
10-14,0.1,0.3,23,Incidence,10514773,All Races,0.2,Male and Female,Testis,2015,TRUE
15-19,3.5,4.2,413,Incidence,10789964,All Races,3.8,Male and Female,Testis,2015,TRUE
20-24,8.8,10.0,1094,Incidence,11645664,All Races,9.4,Male and Female,Testis,2015,TRUE
25-29,13.5,14.9,1622,Incidence,11399223,All Races,14.2,Male and Female,Testis,2015,TRUE
30-34,13.9,15.3,1586,Incidence,10881471,All Races,14.6,Male and Female,Testis,2015,TRUE
35-39,11.3,12.6,1212,Incidence,10158839,All Races,11.9,Male and Female,Testis,2015,TRUE
40-44,7.5,8.6,806,Incidence,10013348,All Races,8,Male and Female,Testis,2015,FALSE
45-49,5.8,6.7,642,Incidence,10313204,All Races,6.2,Male and Female,Testis,2015,TRUE
5-9,~,~,~,Incidence,10453297,All Races,NA,Male and Female,Testis,2015,NA
50-54,4.2,5.1,507,Incidence,10944822,All Races,4.6,Male and Female,Testis,2015,TRUE
55-59,2.6,3.3,314,Incidence,10578150,All Races,3,Male and Female,Testis,2015,FALSE
60-64,1.9,2.5,197,Incidence,9100758,All Races,2.2,Male and Female,Testis,2015,TRUE
65-69,1.4,2.0,126,Incidence,7587158,All Races,1.7,Male and Female,Testis,2015,TRUE
70-74,0.7,1.2,47,Incidence,5291620,All Races,0.9,Male and Female,Testis,2015,TRUE
75-79,0.7,1.3,35,Incidence,3608534,All Races,1,Male and Female,Testis,2015,FALSE
80-84,0.5,1.3,20,Incidence,2411509,All Races,0.8,Male and Female,Testis,2015,TRUE
85+,0.5,1.4,19,Incidence,2170485,All Races,0.9,Male and Female,Testis,2015,TRUE
<1,~,~,~,Incidence,2037837,All Races,NA,Male and Female,Testis,2015,NA
1-4,~,~,~,Incidence,15931436,All Races,NA,Male and Female,Thyroid,2015,NA
10-14,0.8,1.0,183,Incidence,20610350,All Races,0.9,Male and Female,Thyroid,2015,TRUE
15-19,3.0,3.5,687,Incidence,21094434,All Races,3.3,Male and Female,Thyroid,2015,TRUE
20-24,6.3,7.0,1508,Incidence,22686787,All Races,6.6,Male and Female,Thyroid,2015,TRUE
25-29,10.7,11.6,2497,Incidence,22426168,All Races,11.1,Male and Female,Thyroid,2015,TRUE
30-34,16.9,18.0,3783,Incidence,21654323,All Races,17.5,Male and Female,Thyroid,2015,TRUE
35-39,20.7,21.9,4330,Incidence,20343383,All Races,21.3,Male and Female,Thyroid,2015,TRUE
40-44,22.2,23.6,4622,Incidence,20180005,All Races,22.9,Male and Female,Thyroid,2015,TRUE
45-49,23.6,25.0,5054,Incidence,20812701,All Races,24.3,Male and Female,Thyroid,2015,TRUE
5-9,0.1,0.2,24,Incidence,20475944,All Races,0.1,Male and Female,Thyroid,2015,TRUE
50-54,24.6,25.9,5633,Incidence,22297094,All Races,25.3,Male and Female,Thyroid,2015,TRUE
55-59,25.2,26.6,5634,Incidence,21771220,All Races,25.9,Male and Female,Thyroid,2015,TRUE
60-64,24.8,26.3,4865,Incidence,19043163,All Races,25.5,Male and Female,Thyroid,2015,TRUE
65-69,25.9,27.5,4279,Incidence,16054007,All Races,26.7,Male and Female,Thyroid,2015,TRUE
70-74,23.8,25.7,2840,Incidence,11478113,All Races,24.7,Male and Female,Thyroid,2015,TRUE
